title,context,label,class,title_len,context_len
组图：李力持现身香港书展 出考题测试儿童IQ,"　　新浪娱乐讯 7月27日下午14时30分，李力持在香港书展儿童天地上给小朋友讲故事，并现场出题测试他们的IQ。TUNGSTAR/文并图

",14,娱乐,22,70
都邦保险管理层大清洗 原总裁战鹰意外遭罢免,"　　本报记者 王小明 
　　都邦保险总裁职位悬空已有一季度之久。
　　基于一份显著“恶化”的2008年上半年经营业绩报告，7月12日，都邦保险原总裁战鹰在该公司董事会第一届第九次临时会议上被问责出局。
　　董事会现场一波三折。
　　而这一令业界颇感惊诧的结果背后，是以都邦董事长王丽影为代表的资方与以战鹰为代表的职业经理人之间暗战的明朗化。
　　王丽影请辞
　　7月12日8∶48，都邦保险14名董事被召集至北京钓鱼台国宾馆。该公司董事会第一届第九次临时会议在此召开。
　　这正值都邦员工集资款被挪用东窗事发，监事会邀请北京永拓会计师事务所对该公司进行专项外部审计检查之时。审计的内容包括：公司股权结构，资本金到位情况，代持股情况，对外投资情况，关联交易情况，资金往来和现金使用情况，固定资产购置情况，业务费用使用情况，董事会经费使用情况等。
　　尽管在此非常时刻，常规议案平淡无奇，但就当原定会议议案审议告一段落之后，离奇变局却突然发生。
　　临时召集召开董事会的王丽影，突然向到会董事宣布了自己的一个决定——“请辞董事长之位”。
　　在现场宣读的《致全体董事的一封信》上，王表示，“三年来，都邦发展有目共睹，很多方面可圈可点。然而，就在公司本应站在新起点，筹划未来的重要关头，开始出现了不和谐之音并逐步升级，对很多事情，我不想多说，一是庸人自扰之事，无暇顾及；二是关键时刻，自应以大局为重。”
　　王在信中表示，“事情发展并非如我所愿，很多问题和矛盾日益突出，我一方面要集中精力为公司发展营造良好的外部环境，探索和推动公司的发展战略和重大举措，另一方面还需腾出大量时间研究解决内部问题。三年多的操劳，已使我身心俱疲、心力交瘁，身体健康每况愈下，以致萌生请辞解脱之想。”
　　“鉴于我的身体状况，经慎重考虑，准备在监事会专项检查结果明确之后向董事会请辞，对涉及我本人责任的，我绝不回避。”王丽影在信中坦陈，“这是我提议召开本次临时董事会的主要动因。”
　　“本想与各位董事当面深谈，鉴于种种原因，仅以此方式表达我的想法和决定。”王在信中称，
　　“恰恰是这个‘种种’原因，让正在等待监事会调查结果的我们措手不及。”一位参会的浙江籍董事告诉记者。按他的说法，5位来自浙江的股东在是次董事会召开前并不知晓这一提案。
　　业绩逼宫，战鹰去职
    相关报道：
    董事长被震出局 都邦保险内战渐息
    董事长王丽影被震出局 都邦保险内战渐息
    都邦保险董事长被罢 内部纷争大反转
    保监会彻查都邦保险挪用3.1亿集资款案
    都邦员工入股疯狂 集资大挪移
    都邦保险3.8亿荣盛大厦购楼款追踪
    都邦员工集资款蒸发总裁被免 董事长请辞

",1,财经,21,1136
吉博力之夜2009激情上演,"　　2009年5月26日，吉博力之夜2009“对话空间 无限可能”于上海浦东德国中心隆重举行。
　　为了让这个一年一度的吉博力品牌盛会更加契合设计师互动交流的需求，在本次“吉博力之夜”开启之前，当日下午4点30分-6点，吉博力首次联合中国建筑学会室内设计分会会刊《家饰》杂志和专业家居网站——颐家家居网，倾力搭建了一个专业设计论坛的平台。论坛特别邀请了《家饰》杂志主编、颐家家居网首席运营官刘晓丹女士主持，与香港何宗宪设计有限公司董事、书得起(香港)设计有限公司董事 何宗宪(Joey Ho)先生、新加坡国立大学建筑系工作室总监、林豪建筑事务所设计总监林豪先生论道“设计最大化——住宅空间布局思考”和“卫浴空间的个性化发展”。通过设计名师和吉博力产品专家——吉博力亚太区研发部经理周欣泳先生的主题探讨，为沪上100多位建筑师和设计师带来了“空间无限可能”的理念碰撞和灵感分享。
　　晚上6点30分，吉博力之夜2009“对话空间 无限可能”晚宴环节在吉博力亚太区执行总裁舒马赫先生的开幕致辞中精彩启动。来自吉博力亚太区各高层领导，全国各办事处，经销商，知名开发商企业，资深建筑师、室内设计师，各大行业媒体等近300人济济一堂，共同见证了吉博力的实力和产品特点带来的“无限设计灵感 无限空间可能”的无限魅力上演。首先登场的“卫浴空间设计中期望与现实的差距”互动访谈，请上了来自房产开发、设计、经销和生产四大领域的五位专家与行业资深媒体人观点碰撞和脑力激荡，同时也回顾了“对话空间 无限可能”设计专业论坛的研讨成果。“理想卫浴从此开始”舞台剧表演更是让所有来宾耳目一新，通过一对夫妇如何在设计师的专业推荐和规划下实现了拥有吉博力产品的理想卫浴生活的剧情，让观者在被演员的精湛演技所深深吸引的同时，清晰地了解到，因为吉博力，不但卫浴空间的所有管道问题“一扫而光”，而且让设计有了更大发挥的余地，空间也变得简洁、清爽和更容易打理。加上降低噪音和节约用水的功能，理想卫浴从此开始！吉博力亚太区技术总监康立熙先生发布的吉博力2009产品研发动向和趋势报告更让大家充分认识到了吉博力“对话空间 无限可能”在产品技术层面上的基础保障。此外，一连串爵士舞、电子小提琴的激情表演和充满挑战及趣味的精彩游戏和惊喜大奖，使2009吉博力之夜高潮迭起。
　　吉博力之夜2009“对话空间 无限可能”在全体吉博力工作人员的集体登台谢幕中划上了圆满的句号，因盛会制造的吉博力时尚、大气、专业的品牌形象深深地烙印在每一位来宾的心中，让我们坚信吉博力“无限可能”的传奇将一如既往不断精彩上演！ 

",5,家居,13,1081
廊坊盛德金地预计7月底推50平起1-3居9200起售,"　　新浪房产讯(编辑 张跃)盛德金地(论坛 相册 户型 样板间 点评 地图搜索) 项目预计2011年7月底开盘，起价9200元/平米。待售户型为一居50-60平米，二居70-80平米，三居90-170平米，预计2012年年底或2013年年初入住。项目为高层塔楼，总建筑面积为105343平米，共A、B、C、D四个楼座，共A、B、C、D四个楼座，楼座一二三层连成面积约35024平米的大型 商业空间。绿化率高达32.5%，容积率3.6。
　　盛德金地项目位于廊坊市广阳区东部，距市中心城区约2.5公里，东倚和平丽景大型居住社区，西靠城市干道新开路，南接城市待开发用地，北临城市主干道北环线；市政核心大道北环路贯穿本项目东西走向，西通往市中心，东至开发区新城及大学城；银河路北连京津高速，南通市中心，并且有8路，12路，16路等公交车直达，在廊坊北部区域具有四通八达枢纽地位，交通便利。
　　>>点击了解更多京周边热点楼盘
　　盛德金地项目北侧为廊坊市主要的绿化景观公园——独具特色的、660亩的廊坊艺术公园，东北方向为廊坊博物馆、廊坊图书馆和廊坊体育馆，为整个项目营造出兼具生态、健康、文化与艺术感的多重氛围，同时项目周围配套设施齐全，国际化高尔夫球场、博物馆、会展中心、经济技术开发区及东方大学城等环侍，创造最舒适便捷的居住环境。
　　以上信息仅供参考，最终以开发商公布为准。
　　订阅会员置业刊 我们将直接把最新的热盘动向发送到您的邮箱
　　更多热盘推荐：准新人必看低月供2居婚房 房山两大置业热门区域——良乡、长阳
　　六环内精装现房全搜罗 南北通透板楼2-3居 京城 最火热盘TOP100 本月入市新盘不漏看
　　

",3,房产,26,712
人的心情都会变得舒畅(图),"　　每一种颜色都会给我们带来神秘的视觉和心灵的感受，把爱家设计成水果色，香甜的色彩给人清新的感受。住在这样的果色家居里，人的心情都会变得舒畅。快快将这些洋溢着活力的色彩搬到家里，享受绚丽糖果家生活吧！

",5,家居,13,102
研究者根据纳粹图纸复制隐形飞机(组图),"　　美国飞机研究人员精心复制
　　新快报讯据美国国家地理频道6月28日报道，希特勒德国设计的一款隐形飞机问世！不过别紧张，其实这是一批历史学家和飞机研究者在日前根据原纳粹德国遗留的图纸制造的。
　　生得太迟未能参战
　　这种名为霍尔腾2-29型号的战斗机当年因为诞生得太晚而没能参加二战，否则可能对战争造成相当重大的影响。
　　这些研究者们来自美国著名的诺思洛普-格鲁门公司。他们完全按照新发现的纳粹当年的加工工艺和飞机设计图来制造这架飞机，以便确认它是否真的可以抵挡雷达波的侦察。目前唯一一架当年德国生产的原型机则一直在美国政府的仓库里保存了50年！
　　这架全覆翼的隐形战机非常像美国现在的B-2轰炸机。不过它是由木头制成，靠喷气发动机提供动力，设计时速为970公里。霍尔腾2-29型战斗机携带有30毫米加农炮和两枚500公斤炸弹。
　　据悉，第一架霍尔腾2-29型战斗机在1944年的圣诞节前成功完成了试飞。但当时纳粹德国气数将尽，因此没有进一步完善他们的设计更没有生产出第二架飞机来，因而也没有参加过实战。
　　设计者曾参加空战
　　据悉，为了重新制造这架飞机，有关专家曾从上世纪八十年代开始，一直向飞机的设计者霍尔腾兄弟请教，这一过程一直持续到上世纪九十年代二人去世。
　　而霍尔腾兄弟都是参加过1940年不列颠大空战的德军飞行员，他们有上千名战友丧生于此役。因此二人对英国雷达也心怀仇恨，于是携手设计了这种隐形飞机。据二人介绍，二战后期英国建立了强大的雷达侦察网络，对当时德国空军的作战造成了重大不利，因此希特勒一直心仪这件“梦幻武器”(Wunderwaffen)。

",10,时政,19,691
是谁在导演这场“艳照门”？媒体不应哗众取宠,"　　晚报记者 李佳杰报道 
　　昨日，一组章子怡与未婚夫在私家沙滩上的亲密照在网络上曝光，由于其中不乏两人尺度大胆的亲昵场面，被众多网友和媒体指称新版“艳照门()”。章子怡的经纪人纪小姐随后驳斥了这一说法：“子怡和未婚夫在私人海滩上度假，享受二人世界纯属正常生活的一部分，属于个人隐私。 ” 
　　据了解，这组照片是由一家靠曝光好莱坞明星隐私著称的海外网站所偷拍，与陈冠希( 听歌)自拍艳照，且与多位女星发生关系的行为有着本质区别。以“艳照门”来给章子怡沙滩照定性，事实上是在博取读者眼球，给媒体哗众取宠、缺失舆论导向找到了很好的借口。 
　　自家海滩亲热被偷拍 
　　据查，章子怡和未婚夫ViviNevo的这组沙滩照来自于一家靠曝光好莱坞明星隐私著称的海外网站所偷拍。该网站表示：这组照片是近日在位于加勒比海的法属岛屿St-Barts上拍摄的。据了解，Vivi在此岛屿上拥有专属私人海滩，并不对外开放，偷拍者是在未被允许的情况下，潜入海滩全程拍摄了两人海边嬉戏的照片。这组照片一共81张，其中不乏两人尺度大胆的亲昵场面以及章子怡的裸露照片。这组照片在海外网站曝光后，迅速被国内论坛转载，引起了网友的关注和争议。 
　　网友反应冷热不均 
　　与陈冠希“艳照门”几乎一边倒的评论不同，章子怡的这组沙滩照曝光之后，网友的反应和态度冷热不均。最先曝光照片的这家海外网站上并没有网友热烈的讨论，许多人表示这种情形在海滩上司空见惯，且又是在私家海滩上，无可厚非，转而谴责狗仔恶意曝光他人隐私。大多评论者也都是以调侃的口吻回应，“章子怡像个家庭主妇，没有明星气质”。 
　　不过，国内网友的反应显得有些激烈，许多网友的评论中都用了 “轻浮”、“恶心”、“放荡”等字眼。但也有理性分析者认为，应该尊重章子怡和未婚夫的私生活和东西方文(blog)化的差异。也有网友举例说，美国夏威夷的海滩更是出了名的明星日光浴场，在那里经常能看到全裸的好莱坞明星，这是他们的度假方式，完全没有必要上升到道德问题的层面。 
　　而章子怡的经纪人随后也向媒体表示：“子怡和未婚夫在私人海滩上度假，享受二人世界纯属正常生活的一部分，属于个人隐私。我很同情子怡和所有被侵犯过隐私权的名人，哪怕是度假，哪怕是普通人的正常生活，他们都很难享受。 ” 
　　媒体不应哗众取宠 
　　在陈冠希的“艳照门”中，一些媒体在使用照片和细节描写上，充斥着挑逗引诱，看似是正义的谴责，实质是哗众取宠，有意扩大不良信息的传播范围。刊登章子怡沙滩照的这家海外网站就是以曝光明星隐私照片为生，与八卦()杂志一样只是作为一种娱乐消费品，并非是道德的审判席。国内一些论坛抱着猎奇和哗众取宠的心态，不负责任地去转载此类照片，即便初衷只是为了博取眼球，但还是对因中西文化背景和法律制度的差异可能引起的社会效应缺乏考量。既可认为是侵犯明星隐私的同谋者，也可以说是变相助长网络色情的煽动者。 
　　不难想象，这家海外网站将增加多少来自中国网民的点击率，据说该网站已经因为流量过大而一度瘫痪，这其中会有多少尚缺乏是非辨别能力却好奇心盛的青少年网民呢？ 

",14,娱乐,21,1290
湖北省招办提醒误退档考生速与学校联系,"　　问： 我没申请退档，怎么退档理由是“本人申请退档”？
　　省招办：为了提高录取新生报到率，部分院校在录取期间或该批次录取之前可能会打电话与考生联系，再次确认考生就读意愿，请尽量保持联系电话畅通并注意查询你的录取信息。如果被院校误退档，请速与该校联系，表明就读意愿。 
　　问： 专科生是否可以转专业？什么时候可以转？需要做什么？ 
　　省招办：根据教育部《普通高等学校学籍管理规定》，学生可以按学校的规定申请转专业，学生转专业由所在学校批准。因此，请你直接向录取院校咨询专业可否转、何时转、如何转等事项。 
　　问：我现在被学校预录取了，但是我不想去了，想报征集志愿，要怎么办啊？
　　省招办：请与该校联系，在准考证复印件上写上退档申请，传真给学校，学校批准后，由学校与省招办联系办理手续。能否退档由院校决定。 
　　问： 为什么在网上查不到我所填的学校？ 
　　省招办：你可登陆“网报系统”，查看自己的志愿信息；你也可带上相关证件(准考证、身份证)到当地招办查询。
　　问： 我的分数过了学校的投档线，为什么会被退档？
　　省招办：你考了465分，一志愿填报的武汉大学东湖分校理工类投档线为483分，未达到。而二志愿所填报的院校若在一志愿就将招生计划录满，则不再录取二志愿的考生。若院校仍有计划余额可录取二志愿的考生，考生需达到院校二志愿的投档要求才可能被录取。(记者 屈建成 )
　　性急学生""自助""领取通知书
　　与其在家等待通知书的到来，还不如自己到学校招办去拿。昨日，在武汉商贸职业学院的新生交流QQ群里，新生小刘告诉其他同学：“我拿到通知书了。”
　　这个新生交流QQ群，为大家及时解答招生录取有关的问题。最近，通知书到底什么时候能寄到手中，成为了群里面最“热”的问题。“干脆自己去学校拿吧！”该校准大一新生梁晓霞，提出了一个大胆的想法。想法一经提出，便得到了绝大部分人的赞同。不少人倡议组团到学校亲自拿录取通知书，“自助”录取。
　　梁晓霞马上致电学校招生办老师，该校招生办主任王红兵表示同意，但需经预约登记后持相关证件，才能领取通知书。该校招生办老师雷远俊说，按照学校的最新办法，如果考生家庭地址有所更改、家住外地身在武汉等特殊情况的考生，可以电话预约后到学校领取本人录取通知书，领取时需持准考证原件和身份证原件。

",6,教育,18,969
担心舒适天气让军训失效 高校老生“求高温”,"　　近日，武汉不少高校已陆续开始军训，骤然变凉的天气让新生大呼舒服，可部分老生却担心舒适的温度会使军训失去效果。“求高温求闷热，求暴晒求无风。辛苦一下各位老生没关系，关键是要新生得到真正的锻炼。”记者在武汉长江工商学院(微博)贴吧里发现，网友“诡异的苹果”对新生是否能通过军训得到锻炼颇为担忧，他发帖表示，恶劣的天气也是一种考验，能锻炼大家的意志，因此希望气温迅速回升。与之相反，新生们则盼望多下雨。“军训的伤不起啊，跪求下雨，但不要忽阴忽雨。”一名学生发帖说，虽然雨天很凉快，但一会儿晴一会儿雨也让他们颇为头疼。“刚开始训练，不到3分钟就下雨，过了5分钟又停了，真是折腾。”
　　“军训的目的是要让大家通过刻苦的训练，使意志得到磨练。”一名教官表示，无论天气怎样变化，同学们都应服从命令，按计划操练。(楚天金报(微博) 记者宋锐 通讯员莫玉津)

",6,教育,21,375
燕郊新盘壹克拉公馆30平米起1-3居均价8600元,"　　新浪房产讯(实习编辑 薛雨萌)壹克拉公馆 (论坛 相册 户型 样板间 点评 地图搜索)项目现已开盘在售，房源户型为30-110平米1-3居室，均价8600元/平米，70年产权，2012年12月可入住。项目位于京东燕郊景观大道燕顺路东侧。
　　壹克拉公馆项目社区内配有2.3万平米街区乐活公园，约5万平米高端配套：邻里商业中心、社区诊所、老年活动中心、国际双语幼儿园、篮球场等等，让业主不出项目即可享有便利生活。
　　壹克拉公馆项目距京东潮白河湿地公园直线距离400米，距国贸30分钟车程，25分钟接驳首都机场。楼座为低密度板楼，户型面积为40-60平米一居，70-90平米二居，106-130平米三居。项目共16栋楼，首先推出6#、7#、8#楼，16层-18层板楼，两梯两户和两梯三户。
　　以上信息仅供参考，最终以开发商公布为准。
　　订阅会员置业刊 我们将直接把最新的热盘动向发送到您的邮箱
　　更多热盘推荐：新锐白领淘低价1-2居 网罗2万内轨道精装房 手握20万咋买板楼2居
　　网罗城南沿轨优质盘 关注娃娃教育网罗学区房 不足百万元住上通透2居 
　　

",3,房产,25,485
艳星蔡妍宣告复出 大秀媚惑S曲线(组图),"　　导语：前几日下午在韩国某有线频道M-net《M!Countdown》节目中，性感女歌手蔡妍闪亮登场，宣告复出。并在表演中尽展性感S造型。
　　再次回归舞台的性感女生蔡妍依旧性感逼人！再秀她高超的舞技。
　　舞台上的蔡妍任何时候都是华丽闪亮的，穿着性感的服装，跳着似乎能融化人的舞蹈。她那健康又完美的S曲线让她在中国拥有很多粉丝。
　　蔡妍的招牌诱惑动作，你能做到不被吸引吗？蔡妍是那种骨子里透出来的性感，太配合她那超S的曲线了。蔡妍的腿非常好看，不是过于的瘦，腿型却很完美，很性感。
　　蔡妍的贴身超短舞裙，将其火辣身材尽数显露出来，丰满的胸部，娇翘的臀型，纤瘦却不失健康的美腿，不时的在传达着性感的信号。

",9,时尚,20,307
美国特使呼吁阿拉伯国家与以色列关系正常化,"　　新华网开罗7月27日电 (记者王薇 陈公正) 美国中东问题特使米切尔27日在开罗呼吁阿拉伯国家与以色列实现关系正常化，推动中东和平进程向前发展。
　　在当天与埃及总统穆巴拉克会晤后举行的新闻发布会上，米切尔说，美国期望阿拉伯世界能够推动阿以和谈进程，包括巴以和谈、叙以和谈和黎以和谈，并实现阿拉伯国家与以色列的关系正常化。
　　米切尔还表示，美国希望将来所有阿拉伯国家都能与以色列实现关系正常化，也希望一些阿拉伯国家能够为此采取切实措施。
　　米切尔此前访问了阿拉伯联合酋长国、叙利亚和以色列。他27日与穆巴拉克结束会谈后返回以色列，继续与以领导人举行会谈。

",10,时政,20,283
利空出台显调控决心 存在二次探底风险,"　　南京证券 温丽君
　　盘中特征：
　　周一股指受惠誉下调西班牙主权评级影响低开，随后有所企稳，不过午后受国务院批准同意逐步推出房产税改革利空影响，大盘开始跳水。最终上证综指报收2592.15点，跌63.62点，跌幅2.40%，成交额892.2亿。深成指报收10204.2点，跌291.48点，跌幅2.78%，成交额765.95亿。
　　盘面观察：
　　受惠誉下调西班牙主权债务评级影响，美股再度下跌。欧债危机的影响仍在继续，而受此负面影响，周一早盘A股顺势低开，随后在10日均线附近获得支撑，有所走稳。而午后，由于国务院批准同意逐步进行房产税改革，房地产板块再度大幅下跌，拖累股指出现跳水。从板块上看，国务院将出台资源税改革方案影响，有色、煤炭等资源类股票大幅跳水，有色板块整体下跌幅度超过4%，而与此同时，物联网概念、新能源概念等一系列前期反弹幅度较大的股票借此机会出货迹象明显，也都深幅调整。两市唯有医药、家用电器以及食品饮料等防御性板块走势相对强势。个股上看，在大盘跳水的背景下，个股呈现普跌格局，两市所有板块悉数翻绿，成交量同比略有萎缩。
　　后市展望：
　　在外患并未完全消除，内忧依旧不时出现的背景之下，大盘目前位于一个十分敏感的时期，消息面的任何风吹草动都会对其产生较大影响。果不其然，国务院推进资源税改革以及房产税改革的消息对大盘形成较大打压，午盘再度跳水。
　　而在税制改革的背后，体现的依旧是经济结构调整的政策意图，如何从单纯依赖于投资、依赖于资源以及廉价劳动力成本的低端制造中走出，成为中国经济面临的最大问题。除此之外，温家宝指出，要做好经济二次探底的思想准备，其间接也说明了经济结构调整的决心，不惜以降低经济增速为代价。这样一来，对于周期性板块、高耗能产业短期则仍需回避。而与此同时，房地产板块也将继续承压，如此一来，股市也将可能面临二次探底的巨大压力。因此，操作上，建议投资者继续维持谨慎，并密切关注前期低点的支撑。

",4,股票,18,825
大连大学2010年高考录取结果查询系统开通,"　　新浪教育讯 大连大学2010年高考录取结果查询系统开通，请点击此处查询。


",6,教育,21,41
巨蟹座的爱情需要多少回报(图),"　　巨蟹座
　　踏进爱情的领域中，巨蟹座极其容易迷失自我，情人就是自己生命中的一切，其他的当然就不再重要。在爱情中，他最常做的就是臣服于情人，总怕自己做得不够多不够好，而从不去计较谁爱的多爱得少。甚至，他明明知道对方并不值得自己那样付出，可爱了，便没法脱身，即便得不到回应，也心甘情愿。
　　相关推荐：你们的名字配吗 命中注定的另一半 周文王棋盘占卜  紫微天定情人 

",12,星座,15,186
加速回血神技现世传奇世界炼体新功能,"　　行走修仙网游世界，回复能力才是核心竞争力。还在为高输出角色过低的血量而发愁吗？还在为不断飙升的红蓝药消耗量而揪心吗？还在为能力不足而放弃高级野怪和顶级装备吗？《传奇世界》炼体新功能，对龟速回血说NO。
　　在《传奇世界》强大的加速回血面能力面前，一切低血量、低回血速度和低续航能力都是浮云。
　　修仙者不再悲鸣，站桩输出无压力
　　控制技能强大、输出能力恐怖、群体Buff完善，修仙者还有什么不满意的？答曰：面对近身战，没有站桩输出成为浮云，Buff也不能拯救我羸弱的身躯。在经不住Boss的轰击而倒地的瞬间，耳边仿佛听到那句：“夫君，身体要紧”……然而已经晚矣，修仙者只能含冤九泉。
　　《传奇世界》炼体新功能说：修仙者不要再悲鸣，站桩输出不是梦。《传奇世界》为玩家提供无坚不摧的炼体觉醒功能。只要玩家达到“铜皮铁骨”炼体强化境界，就可以通过炼体觉醒，获得回复能力属性的加成。玩家使用回复药都会获得回复量加成。恐怖的血量回复加成，让法师也可以轻松站桩刷Boss。
　　回复能力新人王，震惊Boss不商量
　　《传奇世界》炼体觉醒为玩家提供的霸气回血能力实在是恐怖，只要使用天山雪莲、大药、大蓝、神水中的一种，都会获得回复量加成。玩家通过炼体觉醒获得的回复能力最高可达惊天地泣鬼神的400！比如玩家使用神水(hp+100，MP+150)的时候，回复的HP将达到超过100，MP将达到超过150。炼体觉醒之后，玩家使用加血道具瞬间提升的恐怖血量，足以让无知无觉的BOSS也会泪流满面。
　　挑战自我极限，多次觉醒最给力
　　在《传奇世界》里，玩家可以自由地挑战极限超越自我。随着玩家炼体强化等级不断提升，炼体的境界也将不断提升，炼体觉醒的能力上限也就不断提高，每次成功的炼体觉醒都将带来回复能力属性的飞速提升。
　　当然啦，世界上没有免费的午餐，每次进行炼体觉醒操作，都有概率成功或失败。成功后，获得回复能力1点—2点的加成；若失败，回复能力不变或降低1点。
　　为了保证游戏的平衡性和可玩性，《传奇世界》也为炼体觉醒提供的回复能力设定了数值上限，分别为：
　　战士HP回复加成当前最多：40%，MP最多：20%；也就是说，战士每回100点血，100点蓝，都会额外多回复40点血和20点蓝。
　　法师HP回复加成当前最多：20%，MP最多：40%；也就是说，法师每回100点血，100点蓝，都会额外多回复20点血和40点蓝。
　　道士HP回复加成当前最多：30%，MP最多：30%。也就是说，道士每回100点血，100点蓝，都会额外多回复30点血和30点蓝。
　　《传奇世界》炼体觉醒新功能，不仅是修仙世界加速回血、震惊群雄的神技，更是玩家实现强者梦想，不断超越自我的不二法门。
　　更多精彩，敬请关注

",13,游戏,17,1154
时尚整体卫浴 私密空间随性造(组图),"　　极简造型的咖啡色和黑色椭圆形卫具，使卫浴间看起来简洁干净，而且易于打扫。浅咖啡色的墙面与卫具的色彩相搭配。鲜艳的地毯，是该暗沉色调浴室的一大亮点。

",5,家居,18,77
沿面做装饰型吊顶(图),"　　沿(墙)面做装饰型吊顶
　　如果不想把吊顶做得太“花哨”，可以直接将风口装在(墙)面里，然后做一般的石膏吊顶。但一定要考虑好送风的区域性，尽量保证房间的每个角落都能“享受”到。

",5,家居,11,92
佛山陶企引领低碳技术,"　　随着能源价格的上涨和节能环保观念的深入人心，很多行业都推出了新技术节能减排，在陶瓷业佛山无疑是走在了前头。清洁生产加快了陶瓷 企业对能源、资源利用最大化的节能减排步伐。佛山市节能技术服务中心通过1年来对52家重点陶瓷企业提交的能源使用、节能改造项目的资金投入和用能管理的情况进行归纳、汇总、分析证实：煤炭折算为标煤占总能源消耗量的67.27%；燃料油、柴油等占总能耗的17.2%；电力消耗占总能耗12.74%；液化石油气、天然气等气体燃料石油气仅占1.94%。单位产品综合能耗除卫生洁具外，2008年平均每吨墙地砖产品综合能耗为264.68公斤标煤，与 2007年的278.4公斤相比，节约能源消耗量为105596吨标准煤。
　　企业是技术创新、产品创新的主体。市节能中心技术部经理谢炳豪工程师告诉记者，从企业节能技术改造项目中各类型占总投入比例分析：投入资金最大的是窑炉 改造项目，占67.57%；其次为余热余压利用项目，占13.08%；电机系统节能占8.27%；能量系统优化占5.08%；节约和替代石油占5.85%。
　　从投资效益分析：虽然窑炉改造占总投资的67.57%，但所取得的节能量仅为全部项目总节能量的28.55%。投资效益最高的项目为能量系统优化和余热余压利用，分别达到每万元投入年节约标准煤13.39吨和10.50吨。因此，从以上数据分析，陶瓷企业的节能，与其耗巨资实行大的窑炉改造，不如从挖掘内涵、优化工艺和加强管理上多下功夫。投资余热余压利用项目因近年来燃料价格因素和企业燃料成本增大，已逐步得到企业的重视。这是陶瓷企业自觉参与政府倡导的节能行动的积极体现。
　　事实上“低碳技术创新是陶瓷产业发展低碳经济的关键，公共创新平台、产学研联盟是低碳技术创新的主要力量。”佛山禅城区科技局负责人表示，佛山陶瓷清洁生产产学研联盟研发的“陶瓷行业清洁生产共性技术”，解决了陶瓷行业在余热利用、粉尘和废气处理、废渣处理等五方面的关键共性技术。其中，“辊道窑余热管屏式梯级利用”技术已在新明珠、欧神诺、金意陶、强辉陶瓷推广应用，综合节能达到15%，相当于每条生产线每年可节约标准煤900吨；“固体废料循环利用技术”已在溶洲建陶工厂外墙砖生产应用，瓷砖中废渣渗入达到70%。此外，内墙釉面砖抛光废渣利用也突破瓶颈；去年4年，广东宏陶陶瓷有限公司举办“陶瓷抛光废渣循环利用新技术”科技成果鉴定会，在内墙面砖生产使用18%的瓷砖抛光废渣等作为原料得到与会专家确认和一致好评。
　　特别是去年以来陆续面市的包括欧神诺的轻质砖 、晶立方 及蒙娜丽莎QQ板 在内的产品，也在抛光砖的废渣循环利用上取得了突破。如今越来越多陶瓷企业加入节能减排变废为宝的自觉行动，看中的是废渣利用的成本优势，目前陶瓷原矿价格是每吨70元，而陶瓷废渣的收购价格是每吨10元，加上精加工费用，废渣转变成生产原料每吨成本仅25元。由于使用废渣生产的产品得到中高端楼盘、重点建设工程使用客户的认同，甚至反映质量更好，无疑是对废渣利用的充分肯定。废弃物的回收和用在很大程度上节省的资源，也减轻了对环境的危害。

",5,家居,10,1291
韩国拟7月起全面禁止在饲料中添加抗生素,"　　新华网首尔5月31日电(记者陈怡)韩国农林水产食品部5月31日表示，为提升消费者对畜牧产品的信赖，韩国政府计划从7月1日起全面禁止在动物饲料中添加抗生素。
　　韩国允许添加在动物饲料中的抗生素一度多达44种。但随着抗生素的广泛应用，其弊端也日益显现。在养殖业中长期、大量使用抗生素，肉、蛋、奶中的药物残留将构成禽畜产品的安全隐患，因而自2005年起，韩国政府逐渐减少了允许使用的抗生素药物数量和种类。
　　农林水产食品部表示，韩国政府对有害饲料的范围和标准进行了修改，按照修改后的新规定，恩拉霉素、维吉尼亚霉素、亚甲基双水杨酸杆菌肽、班贝霉素、硫姆林、安普霉素、阿维拉霉素等几种抗生素，以及一种抗菌剂——磺胺噻唑将于7月1日起被禁止使用。但生病的禽畜仍可在兽医的处方下注射上述抗生素类药物。
　　农林水产食品部表示，新政实施后，政府将全力落实抗生素残留的检测工作，一旦发现违规行为，将加大处罚力度。
　　据报道，韩国从1991年开始对肉类产品进行抗生素残留检测，一旦发现超出安全标准，则禁止流入市场。今年以来，相关部门已发现了38起抗生素残留超标的个案。
欢迎发表评论我要评论

",10,时政,19,492
图文：高端访谈来宾加成移民孙利军,"　　2011年5月17日，新浪教育频道邀全国移民行业最具影响力机构总裁、专家在北京理想国际大厦隆重举行“2011新浪移民行业高端访谈暨新浪移民频道新版上线启动仪式”。北京因私出入境行业协会会长、秘书长、18家移民机构总裁参与本次论坛并对“高净值人群海外投资机会”“移民中介的诚信问题”等话题进行探讨。以下为本次论坛参会嘉宾北京加成移民部总经理孙利军。

",6,教育,16,177
